.,query_string,normalized_string,freq,total_freq
710,theory of sciences,theory of sciences,1,3
711,theory of self-orientation,theory of self-orientation,1,2
712,theory of sema,theory of sema,1,2
713,theory of serial,theory of serial,1,1
714,theory of set,theory of set,1,1
715,theory of set-complexes,theory of set complexes,1,3
716,theory of sexual,theory of sexual,1,1
717,theory of shakespeare,theory of shakespeare,1,1
718,theory of shape,theory of shape,1,1
719,theory of sign,theory of sign,1,1
720,theory of skill,theory of skill,1,1
721,theory of smith,theory of smith,1,1
722,theory of so-called,theory of so-called,1,2
723,theory of software,theory of software,1,1
724,theory of solution,theory of solution,1,1
725,theory of soul,theory of soul,1,3
726,theory of south,theory of south,1,1
727,theory of spanish,theory of spanish,1,1
728,theory of spatial,theory of spatial,1,1
729,theory of split,theory of split,1,1
730,theory of stories,theory of stories,1,1
731,theory of story,theory of story,1,1
732,theory of stratification,theory of stratification,1,2
733,theory of stratificational,theory of stratificational,1,1
734,theory of stress,theory of stress,1,2
735,theory of students,theory of students,1,1
736,theory of stylistic,theory of stylistic,1,1
737,theory of stylistics,theory of stylistics,1,3
738,theory of subjectivity,theory of subjectivity,1,3
739,theory of sublanguages,theory of sublanguages,1,1
740,theory of sublime,theory of sublime,1,2
741,theory of superiority,theory of superiority,1,1
742,theory of swedish,theory of swedish,1,1
743,theory of symbolic,theory of symbolic,1,1
744,theory of syntactic,theory of syntactic,1,1
745,theory of systems,theory of systems,1,2
746,theory of tei,theory of tei,1,2
747,theory of tei's,theory of tei's,1,1
748,theory of thematic,theory of thematic,1,1
749,theory of things,theory of things,1,1
750,theory of thompson,theory of thompson,1,2
751,theory of tona#ty,theory of tona#ty,1,2
752,theory of topoi,theory of topoi,1,1
753,theory of transformation,theory of transformation,1,1
754,theory of transformative,theory of transformative,1,1
755,theory of tutoring,theory of tutoring,1,1
756,theory of typographic,theory of typographic,1,1
757,theory of uncertainty,theory of uncertainty,1,3
758,theory of understanding,theory of understanding,1,2
759,theory of use,theory of use,1,2
760,theory of validate,theory of validate,1,1
761,theory of values,theory of values,1,3
762,theory of verification,theory of verification,1,2
763,theory of vibrant,theory of vibrant,1,1
764,theory of virtue,theory of virtue,1,3
765,theory of visual,theory of visual,1,1
766,theory of visuality,theory of visuality,1,3
767,theory of vocabulary,theory of vocabulary,1,3
768,theory of word-distribution,theory of word-distribution,1,3
769,theory of word-formation,theory of word-formation,1,3
770,theory of world,theory of world,1,2
1,theory of language,theory of language,9,64
2,theories of knowledge representation,theories of knowledge representation,8,8
3,theory of fuzzy sets,theory of ' fuzzy sets,6,10
4,theory of generalized quantifiers,theory of generalized quantifiers,6,10
5,theory of literature,theory of literature,6,39
6,theory of tonal music,theory of tonal music,5,9
7,theory of aesthetic evolution,theory of aesthetic evolution,4,8
8,theory of evolution,theory of evolution,4,18
9,theory of grammar,theory of grammar,4,18
10,theory of language understanding,theory of language understanding,4,4
11,theory of making of,theory of making,4,8
12,theory of meaning,theory of meaning,4,34
13,theory of multimedia learning,theory of multimedia learning,4,5
14,theory of natural language,theory of natural language,4,5
15,theory of word processing,theory of word processing,4,5
16,theories of discourse analysis,theories of discourse analysis,3,3
17,theories of human behavior,theories of human behavior,3,5
18,theories of writing,theories of writing,3,15
19,theory of formal languages,theory of formal languages,3,6
20,theory of games,theory of games,3,15
21,theory of generative lexical,theory of generative lexical,3,3
22,theory of historical computing,theory of historical computing,3,6
23,theory of knowledge .,theory of knowledge,3,10
24,theory of language NA,theory of language,3,64
25,theory of linguistic variation,theory of linguistic variation,3,5
26,theory of narrative ',theory of narrative,3,25
27,theory of oral-formulaic composition,theory of oral-formulaic composition,3,6
28,theory of ordering lexicographic,theory of ordering lexicographic,3,3
29,theory of signs,theory of signs,3,14
30,theory of single authorship,theory of single authorship,3,4
31,theory of syntax (,theory of syntax,3,6
32,theory of transformational grammar,theory of transformational grammar,3,5
33,theory of word order,theory of word order,3,3
34,theories of communication,theories of communication,2,9
35,theories of discourse structure,theories of discourse structure,2,4
36,theories of editorial practice,theories of editorial practice,2,3
37,theories of electoral choice,theories of electoral choice,2,4
38,theories of games,theories of games,2,6
39,theories of intertextuality .,theories of intertextuality,2,5
40,theories of language acquisition,theories of language acquisition,2,4
41,theories of late 1900s,theories of late 1900s,2,4
42,theories of linked open,theories of linked open,2,2
43,theories of literary characters,theories of literary characters,2,3
44,theories of literary history,theories of literary history,2,3
45,theories of literature,theories of literature,2,14
46,theories of meaning,theories of meaning,2,12
47,theories of music .,theories of music,2,6
48,theories of musical structure,theories of musical structure,2,3
49,theories of narrative discourse,theories of narrative discourse,2,2
50,theories of oral composition,theories of oral composition,2,4
51,theories of reader response,theories of reader response,2,2
52,theories of scholarly editing,theories of scholarly editing,2,3
53,theories of social change,theories of social change,2,2
54,theories of social sciences,theories of social science,2,6
55,theories of sound generation,theories of sound generation,2,2
56,theories of sound texture,theories of sound texture,2,2
57,theories of structure of,theories of structure,2,6
58,theories of text,theories of text,2,16
59,"theories of textuality \""",theories of textuality,2,10
60,theorist of digital technology,theorist of digital technology,2,4
61,theorists of new media,theorists of new media,2,3
62,theory of . verse,theory of verse,2,14
63,theory of 1960s 70s,theory of 1960s 70s,2,2
64,theory of action .,theory of action,2,5
65,theory of aesthetics,theory of aesthetics,2,6
66,theory of aurality reflected,theory of aurality reflected,2,4
67,theory of authorship .,theory of authorship,2,11
68,theory of authorship attribution,theory of authorship attribution,2,2
69,theory of book of,theory of book,2,4
70,theory of communication,theory of communication,2,20
71,theory of communication .,theory of communication,2,20
72,theory of competence,theory of competence,2,10
73,theory of competence .,theory of competence,2,10
74,theory of computation ',theory of computation,2,12
75,theory of computational linguistics,theory of computational linguistics,2,3
76,theory of content analysis,theory of content analysis,2,4
77,theory of diffusion of,theory of diffusion,2,5
78,theory of digital humanities,theory of digital humanities,2,4
79,theory of directed graphs,theory of directed graphs,2,4
80,theory of discourse,theory of discourse,2,17
81,theory of discourse structure,theory of discourse structures,2,4
82,theory of early date,theory of early date,2,2
83,theory of electronic text,theory of electronic text,2,2
84,theory of everything ',theory of everything,2,9
85,theory of generative grammar,theory of generative grammar,2,3
86,theory of graphs,theory of graphs,2,9
87,theory of history,theory of history,2,8
88,theory of human information,theory of human information,2,2
89,theory of human nature,theory of human nature,2,4
90,theory of hypertext,theory of hypertext,2,6
91,theory of ideas,theory of ideas,2,6
92,theory of inexact pattern,theory of inexact pattern,2,2
93,theory of intelligent reasoning,theory of intelligent reasoning,2,4
94,theory of interface inadequate,theory of interface inadequate,2,4
95,theory of language .,theory of language,2,64
96,theory of language use,theory of language use,2,4
97,theory of lexicography,theory of lexicography,2,10
98,theory of lexicon ',theory of lexicon,2,5
99,theory of linguistic performance,theory of linguistic performance,2,4
100,theory of literary change,theory of literary change,2,2
101,theory of literary communication,theory of literary communication,2,4
102,theory of literature ;,theory of literature,2,39
103,theory of literature .,theory of literature,2,39
104,theory of meaning .,theory of meaning,2,34
105,theory of meaning includes,theory of meaning includes,2,4
106,theory of mediation helps,theory of mediation helps,2,2
107,theory of memorial reconstruction,theory of memorial reconstruction,2,2
108,theory of metaphor (,theory of metaphor,2,15
109,theory of mind,theory of mind,2,12
110,"theory of mind \""",theory of mind,2,12
111,theory of mt,theory of mt,2,6
112,theory of music mathematical,theory of music mathematical,2,2
113,theory of musical structure,theory of musical structure,2,4
114,theory of narrative coherence,theory of narrative coherence,2,2
115,theory of narrative developed,theory of narrative developed,2,3
116,theory of narrative evolution,theory of narrative evolution,2,4
117,theory of narrative structure,theory of narrative structure,2,5
118,theory of old english,theory of old english,2,2
119,theory of oral composition,theory of oral composition,2,2
120,theory of oral formulaic,theory of oral formulaic,2,5
121,theory of perception .,theory of perception,2,10
122,theory of performance thus,theory of performance thus,2,2
123,theory of probability metrics,theory of probability metrics,2,4
124,theory of representational language,theory of representational language,2,2
125,theory of resulting corpora,theory of resulting corpora,2,2
126,theory of scholarly editing,theory of scholarly editing,2,3
127,theory of semantic fields,theory of semantic fields,2,3
128,theory of semantic-pragmatic coherence,theory of semantic-pragmatic coherence,2,4
129,theory of semiotics becomes,theory of semiotics becomes,2,2
130,theory of sequence comparison,theory of sequence comparison,2,3
131,theory of si parsing,theory of si parsing,2,4
