query_string,category,levsim,pageid,timestamp,snippet,wordcount
theory of semantics,Theories of language,0.4,22337303,2017-11-16T16:13:15Z,"Relevance <span class=""searchmatch"">theory</span> Semantic externalism Semantic holism Situation <span class=""searchmatch"">semantics</span> Structuralism Supposition <span class=""searchmatch"">theory</span> Symbiosism Theological noncognitivism <span class=""searchmatch"">Theory</span> <span class=""searchmatch"">of</span> descriptions",0
theory of semantics,Programming language semantics,0.4,21032879,2018-12-31T21:26:47Z,NA,0
theory of speech,Theories of language,0.4,22337303,2017-11-16T16:13:15Z,"Paul Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> meaning Contrastivism Conventionalism Cratylism",0
theory of mind,Dualism (philosophy of mind),0.392857142857143,44716040,2021-06-22T02:19:54Z,NA,0
theory of poetic,Literature about poetry,0.391304347826087,32553954,2018-07-09T08:13:01Z,NA,0
"theory of evolution ,",Non-Darwinian evolution,0.391304347826087,57706190,2018-12-31T21:09:41Z,NA,0
theory of tonality,Tonality,0.388888888888889,36930939,2014-01-03T22:09:47Z,"Wikimedia Commons has media related to <span class=""searchmatch"">Tonality</span>.",0
"theory of literature , literary",Essays in literary criticism,0.387096774193548,17724904,2021-04-17T17:42:50Z,"Category:Books <span class=""searchmatch"">of</span> <span class=""searchmatch"">literary</span> criticism Category:Essays in <span class=""searchmatch"">literary</span> <span class=""searchmatch"">theory</span>",8
"theory of literature , literary",Books about literary theory,0.387096774193548,31955254,2018-07-09T08:13:05Z,NA,0
theory of information,Quantum information theory,0.384615384615385,1159516,2013-03-29T05:31:28Z,"Quantum <span class=""searchmatch"">information</span> <span class=""searchmatch"">theory</span> is a generalization <span class=""searchmatch"">of</span> classical <span class=""searchmatch"">information</span> <span class=""searchmatch"">theory</span> to use quantum-mechanical particles and interference. It is used in the",29
theory of games,Non-cooperative games,0.380952380952381,10253107,2017-11-16T11:19:18Z,"See also: List <span class=""searchmatch"">of</span> <span class=""searchmatch"">games</span> in game <span class=""searchmatch"">theory</span>.",8
theory of perception,Metatheory of science,0.380952380952381,25004257,2014-10-19T17:09:05Z,"science Information Mind Psychiatry Psychology <span class=""searchmatch"">Perception</span> Space and time Related topics Alchemy Criticism <span class=""searchmatch"">of</span> science Descriptive science Epistemology Faith",0
theory of knowledge .,Metatheory of science,0.380952380952381,25004257,2014-10-19T17:09:05Z,"Paradigm Problem <span class=""searchmatch"">of</span> induction Scientific law Scientific method Scientific revolution Scientific <span class=""searchmatch"">theory</span> Testability <span class=""searchmatch"">Theory</span> choice <span class=""searchmatch"">Theory</span>-ladenness Underdetermination",0
theory of probability,Characterization of probability distributions,0.377777777777778,27485684,2016-12-07T21:08:02Z,NA,0
theory of narrative,Parts of the narrative structure,0.375,28608050,2019-02-21T08:23:57Z,"Articles about parts <span class=""searchmatch"">of</span> the <span class=""searchmatch"">narrative</span> structure.",7
theories of narrative,Parts of the narrative structure,0.375,28608050,2019-02-21T08:23:57Z,"Articles about parts <span class=""searchmatch"">of</span> the <span class=""searchmatch"">narrative</span> structure.",7
theories of media,Concentration of media ownership,0.375,36410137,2020-05-14T05:48:27Z,"This category covers <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> monopolization and collusion within the <span class=""searchmatch"">media</span>. These <span class=""searchmatch"">theories</span> and accusations tend to focus more on bias than anti-competitive",25
theory of models,Computer security models,0.375,4750783,2019-10-25T10:10:12Z,"This category contains articles describing computer security <span class=""searchmatch"">models</span> that are or have been used in practical systems or proposed in <span class=""searchmatch"">theory</span>.",21
theory of translation,Wikipedian organizations,0.375,1008605,2017-10-13T22:05:06Z,"organizations and voluntary associations. This category is a self-reference and so is part <span class=""searchmatch"">of</span> the Wikipedia project itself rather than the encyclopedic content.",26
theories of writing,Scholars of Marxism,0.368421052631579,4328401,2021-05-22T21:37:23Z,"Individuals in this category have written significant works on the <span class=""searchmatch"">writing</span> <span class=""searchmatch"">of</span> Karl Marx, or <span class=""searchmatch"">of</span> the Marxist intellectual tradition. This category differs from",53
theory of forms,Forms of government,0.368421052631579,737235,2021-09-02T11:22:29Z,"<span class=""searchmatch"">Forms</span> <span class=""searchmatch"">of</span> government are sets <span class=""searchmatch"">of</span> constitutional institutions by which states are organized.",13
theory of writing,Scholars of Marxism,0.368421052631579,4328401,2021-05-22T21:37:23Z,"listed do not identify themselves as belonging within the tradition <span class=""searchmatch"">of</span> Marxist <span class=""searchmatch"">theory</span>, but nonetheless wish to engage that tradition intellectually.",53
"theory of language ,",Academic programming languages,0.366666666666667,31005405,2018-04-20T17:25:14Z,"Programming <span class=""searchmatch"">languages</span> influential in computer science and programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span>. Some are only widely used by computer scientists and may even lack",41
theory of evolution,Sociocultural evolution theory,0.366666666666667,50629666,2018-12-31T22:33:52Z,"Wikimedia Commons has media related to Sociocultural <span class=""searchmatch"">evolution</span>.",0
theories of meaning,Philosophy of language,0.363636363636364,744038,2020-04-25T17:59:38Z,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic <span class=""searchmatch"">meaning</span>, reference, language",73
theory of signs,Philosophy of language,0.363636363636364,744038,2020-04-25T17:59:38Z,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, language",73
theory of lexicography,Lexicographers,0.363636363636364,752496,2021-09-26T08:08:26Z,"Lexicographers, people who specialise in the <span class=""searchmatch"">theory</span> and practice <span class=""searchmatch"">of</span> dictionary making, <span class=""searchmatch"">Lexicography</span>.",13
"theory of meaning ,",Philosophy of language,0.363636363636364,744038,2020-04-25T17:59:38Z,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic <span class=""searchmatch"">meaning</span>, reference, language",73
theory of relativity,Effects of gravitation,0.363636363636364,3519229,2020-03-03T08:33:45Z,"category contains articles describing observable effects <span class=""searchmatch"">of</span> gravitation, including relativistic effects predicted by general <span class=""searchmatch"">relativity</span> and other <span class=""searchmatch"">theories</span>.",19
"theory of signs ,",Philosophy of language,0.363636363636364,744038,2020-04-25T17:59:38Z,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, language",73
theory of games,Alternate history role-playing games,0.361111111111111,67185326,2021-03-23T15:23:02Z,"Role-playing <span class=""searchmatch"">games</span> (including live-action) in the alternate history genre, including &quot;secret history&quot; and conspiracy <span class=""searchmatch"">theory</span>.",17
"theory of literature ,",Essays in literary theory,0.36,17611284,2018-07-09T08:13:06Z,"Essays in literary <span class=""searchmatch"">theory</span>.",4
theories of literary,Essays in literary theory,0.36,17611284,2018-07-09T08:13:06Z,"Essays in <span class=""searchmatch"">literary</span> <span class=""searchmatch"">theory</span>.",4
theory of computation,Logic in computer science,0.36,1010631,2020-08-29T18:12:52Z,"Applications of fundamental concepts derived from the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">computation</span> that cast light on questions <span class=""searchmatch"">of</span> pure logic. For example: Curry-Howard correspondence",148
theories of computer,Logic in computer science,0.36,1010631,2020-08-29T18:12:52Z,"concepts in <span class=""searchmatch"">computer</span> science that are naturally expressible in logical form. For example: Type <span class=""searchmatch"">theory</span> (used in type systems), Formal semantics <span class=""searchmatch"">of</span> programming",148
theory of computational,Logic in computer science,0.36,1010631,2020-08-29T18:12:52Z,"Logic in computer science (or <span class=""searchmatch"">computational</span> logic) is that branch <span class=""searchmatch"">of</span> mathematical logic which is approximately the intersection between mathematical logic",148
theory of making of,Decision-making paradoxes,0.36,25456981,2017-11-15T15:58:10Z,NA,0
theory of computer,Logic in computer science,0.36,1010631,2020-08-29T18:12:52Z,"concepts in <span class=""searchmatch"">computer</span> science that are naturally expressible in logical form. For example: Type <span class=""searchmatch"">theory</span> (used in type systems), Formal semantics <span class=""searchmatch"">of</span> programming",148
