...1,ns,title,pageid,size,wordcount,snippet,timestamp,query_string,category,jac,lev
4,14,Category:Model theory,693979,550,71,"tools from mathematical logic. Model <span class=""searchmatch"">theory</span> has close ties to algebra and universal algebra. Top 0–9 A B C D E F G H I J K L M N O <span class=""searchmatch"">P</span> Q R S T U V W X Y Z",2020-04-22T19:22:34Z,P theory,Model theory,0.5454545454545454,5
5,14,Category:Graph theory,691898,1075,146,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch of mathematics that examines the properties of mathematical graphs. See glossary of graph <span class=""searchmatch"">theory</span> for common terms",2021-08-26T18:06:47Z,P theory,Graph theory,0.5454545454545454,5
6,14,Category:String theory,962873,563,81,"String <span class=""searchmatch"">theory</span> is a branch of theoretical physics that attempts to build a <span class=""searchmatch"">theory</span> of quantum gravity using one-dimensional strings rather than zero-dimensional",2021-01-10T19:39:14Z,P theory,String theory,0.5833333333333333,6
8,14,Category:Game theory,774008,644,66,"Game <span class=""searchmatch"">theory</span> is a branch of mathematics that uses models to study interactions with formalized incentive structures (&quot;games&quot;). It has applications in a",2020-07-27T20:12:23Z,P theory,Game theory,0.5,4
0,14,Category:Lattice theory,799928,102,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Lattice</span> <span class=""searchmatch"">theory</span>.",2021-02-08T12:18:44Z,lattice theory,Lattice theory,0.15384615384615385,1
3,14,Category:Theorems in lattice theory,65737098,69,0,NA,2020-11-01T20:04:02Z,lattice theory,Theorems in lattice theory,0.4545454545454546,12
4,14,Category:Lattice theorists,9587496,64,0,NA,2007-02-19T05:34:20Z,lattice theory,Lattice theorists,0.4117647058823529,5
5,14,Category:Shakespeare authorship theories,38114214,99,0,NA,2014-05-20T00:27:14Z,authorship theory,Shakespeare authorship theories,0.5333333333333333,15
0,14,Category:Consciousness,28059872,898,66,"<span class=""searchmatch"">Consciousness</span> is the quality or state of being aware of an external object or something within oneself. It has been defined as: subjectivity, awareness",2021-04-04T15:07:34Z,consciousness theory,Consciousness,0.4736842105263158,8
4,14,Category:Coding theory,1244088,189,31,"Wikimedia Commons has media related to Coding <span class=""searchmatch"">theory</span>.",2020-04-23T15:56:45Z,encoding theory,Coding theory,0.2857142857142857,3
0,14,Category:Convergence tests,7088533,325,15,"In mathematics, <span class=""searchmatch"">convergence</span> tests are methods to determine if an infinite series <span class=""searchmatch"">converges</span> or diverges.",2020-11-03T15:23:39Z,convergence theory,Convergence tests,0.5238095238095238,5
0,14,Category:Deconstruction,733405,624,27,"<span class=""searchmatch"">Deconstruction</span> is a critical outlook concerned with the relationship between text and meaning. Jacques Derrida's 1967 work Of Grammatology introduced the",2016-08-28T05:01:21Z,deconstruction theory,Deconstruction,0.44999999999999996,8
0,14,Category:String theory,962873,563,81,"<span class=""searchmatch"">String</span> <span class=""searchmatch"">theory</span> is a branch of theoretical physics that attempts to build a <span class=""searchmatch"">theory</span> of quantum gravity using one-dimensional strings rather than zero-dimensional",2021-01-10T19:39:14Z,string theory,String theory,0.16666666666666663,1
2,14,Category:String theory books,33661513,111,9,"Books about <span class=""searchmatch"">String</span> <span class=""searchmatch"">theory</span>, in whole or in part",2021-06-21T01:10:42Z,string theory,String theory books,0.4444444444444444,7
4,14,Category:String theory stubs,9468470,135,0,"stub articles relating to <span class=""searchmatch"">string</span> <span class=""searchmatch"">theory</span>. You can help by expanding them. To add an article to this category, use {{<span class=""searchmatch"">string</span>-<span class=""searchmatch"">theory</span>-stub}} instead of {{stub}}",2020-07-30T17:53:57Z,string theory,String theory stubs,0.4444444444444444,7
7,14,Category:String theory physicists,9470141,38,0,"This category is located at Category:<span class=""searchmatch"">String</span> theorists. Note: This category should be empty. See the instructions for more information. Administrators:",2007-02-16T03:35:50Z,string theory,String theory physicists,0.5652173913043479,12
8,14,Category:String theorists,7521198,211,0,"Wikimedia Commons has media related to <span class=""searchmatch"">String</span> theorists.",2021-01-10T18:41:32Z,string theory,String theorists,0.4375,5
0,14,Category:The Big Bang Theory,33137387,1142,19,"This is a category for articles about and closely related to the CBS television series The <span class=""searchmatch"">Big</span> <span class=""searchmatch"">Bang</span> <span class=""searchmatch"">Theory</span>.",2021-01-24T09:09:29Z,Big-Bang Theory,The Big Bang Theory,0.4736842105263158,5
