category,item.x,itemLabel,item.y,q_id,date of birth,description,sex_gender,country_citizenship
Category:Fringe theories,http://www.wikidata.org/entity/Q4893447,Bernard Mordaunt Ward,http://www.wikidata.org/entity/Q4893447,Q4893447,1893-01-20T00:00:00Z,English writer,male,United Kingdom
Category:Oxfordian theory of Shakespeare authorship,http://www.wikidata.org/entity/Q5075500,"Charles Beauclerk, Earl of Burford",http://www.wikidata.org/entity/Q5075500,Q5075500,1965-02-22T00:00:00Z,British aristocrat and heir apparent to the Dukedom of St Albans (born 1965),male,United Kingdom
Category:Oxfordian theory of Shakespeare authorship,http://www.wikidata.org/entity/Q5082505,Charles Sidney Beauclerk,http://www.wikidata.org/entity/Q5082505,Q5082505,1855-01-01T00:00:00Z,British Jesuit priest,male,NA
Category:Oxfordian theory of Shakespeare authorship,http://www.wikidata.org/entity/Q5083669,Charles Wisner Barrell,http://www.wikidata.org/entity/Q5083669,Q5083669,1885-07-06T00:00:00Z,American writer,male,NA
Category:Fringe theories,http://www.wikidata.org/entity/Q5083669,Charles Wisner Barrell,http://www.wikidata.org/entity/Q5083669,Q5083669,1885-07-06T00:00:00Z,American writer,male,NA
Category:Oxfordian theory of Shakespeare authorship,http://www.wikidata.org/entity/Q5086298,Charlton Greenwood Ogburn,http://www.wikidata.org/entity/Q5086298,Q5086298,1882-01-01T00:00:00Z,American lawyer,male,United States of America
Category:Fringe theories,http://www.wikidata.org/entity/Q5086298,Charlton Greenwood Ogburn,http://www.wikidata.org/entity/Q5086298,Q5086298,1882-01-01T00:00:00Z,American lawyer,male,United States of America
Category:Oxfordian theory of Shakespeare authorship,http://www.wikidata.org/entity/Q5086326,Charlton Ogburn,http://www.wikidata.org/entity/Q5086326,Q5086326,1911-03-15T00:00:00Z,American journalist and author,male,United States of America
Category:Fringe theories,http://www.wikidata.org/entity/Q5086326,Charlton Ogburn,http://www.wikidata.org/entity/Q5086326,Q5086326,1911-03-15T00:00:00Z,American journalist and author,male,United States of America
Category:Oxfordian theory of Shakespeare authorship,http://www.wikidata.org/entity/Q6287091,Joseph Sobran,http://www.wikidata.org/entity/Q6287091,Q6287091,1946-02-23T00:00:00Z,"writer, columnist",male,United States of America
Category:Oxfordian theory of Shakespeare authorship,http://www.wikidata.org/entity/Q6766543,Mark Anderson,http://www.wikidata.org/entity/Q6766543,Q6766543,1967-08-13T00:00:00Z,"journalist, author",male,United States of America
Category:Fringe theories,http://www.wikidata.org/entity/Q6766543,Mark Anderson,http://www.wikidata.org/entity/Q6766543,Q6766543,1967-08-13T00:00:00Z,"journalist, author",male,United States of America
Category:Oxfordian theory of Shakespeare authorship,http://www.wikidata.org/entity/Q7167223,Percy Allen,http://www.wikidata.org/entity/Q7167223,Q7167223,1875-01-01T00:00:00Z,"English journalist, writer, and lecturer",male,NA
Category:Oxfordian theory of Shakespeare authorship,http://www.wikidata.org/entity/Q7358963,Roger Stritmatter,http://www.wikidata.org/entity/Q7358963,Q7358963,1958-10-21T00:00:00Z,Professor of Humanities,male,United States of America
Category:Oxfordian theory of Shakespeare authorship,http://www.wikidata.org/entity/Q8008926,William Farina,http://www.wikidata.org/entity/Q8008926,Q8008926,1955-12-07T00:00:00Z,American lawyer and writer,male,United States of America
Category:Oxfordian theory of Shakespeare authorship,http://www.wikidata.org/entity/Q15998953,Montagu William Douglas,http://www.wikidata.org/entity/Q15998953,Q15998953,1863-01-01T00:00:00Z,British soldier and colonial administrator in India,male,NA
Category:Oxfordian theory of Shakespeare authorship,http://www.wikidata.org/entity/Q20657184,Tom Ligon,http://www.wikidata.org/entity/Q20657184,Q20657184,1940-09-10T00:00:00Z,American actor,male,United States of America
Category:Theory of computation,http://www.wikidata.org/entity/Q21062845,Ludwig Staiger,http://www.wikidata.org/entity/Q21062845,Q21062845,1948-01-01T00:00:00Z,German mathematician and computer scientist,male,NA
Category:Theory of computation,http://www.wikidata.org/entity/Q22958613,Andreas Brandstädt,http://www.wikidata.org/entity/Q22958613,Q22958613,1949-01-17T00:00:00Z,German mathematician and computer scientist,male,Germany
Category:Information theory,http://www.wikidata.org/entity/Q316022,Harry Nyquist,http://www.wikidata.org/entity/Q316022,Q316022,1889-02-07T00:00:00Z,Swedish American mathematician,male,United States of America|Sweden
Category:American information theorists,http://www.wikidata.org/entity/Q316022,Harry Nyquist,http://www.wikidata.org/entity/Q316022,Q316022,1889-02-07T00:00:00Z,Swedish American mathematician,male,United States of America|Sweden
Category:Control theorists,http://www.wikidata.org/entity/Q316022,Harry Nyquist,http://www.wikidata.org/entity/Q316022,Q316022,1889-02-07T00:00:00Z,Swedish American mathematician,male,United States of America|Sweden
Category:Information theory,http://www.wikidata.org/entity/Q1442951,Frank Benford,http://www.wikidata.org/entity/Q1442951,Q1442951,1883-05-29T00:00:00Z,American electrical engineer & physicist best known for rediscovering Benford's Law,male,United States of America
Category:Theories of history,http://www.wikidata.org/entity/Q156585,Marc Bloch,http://www.wikidata.org/entity/Q156585,Q156585,1886-07-06T00:00:00Z,French historian and resistance fighter,male,France
Category:Theories of history,http://www.wikidata.org/entity/Q162597,Henri Lefebvre,http://www.wikidata.org/entity/Q162597,Q162597,1901-06-16T00:00:00Z,French philosopher (1901-1991),male,France
Category:Marxist theorists,http://www.wikidata.org/entity/Q162597,Henri Lefebvre,http://www.wikidata.org/entity/Q162597,Q162597,1901-06-16T00:00:00Z,French philosopher (1901-1991),male,France
Category:Theories of history,http://www.wikidata.org/entity/Q170078,Ernest Gellner,http://www.wikidata.org/entity/Q170078,Q170078,1925-12-09T00:00:00Z,"Czech anthropologist, philosopher and sociologist",male,United Kingdom|United Kingdom of Great Britain and Ireland
Category:Theories of history,http://www.wikidata.org/entity/Q178709,Giambattista Vico,http://www.wikidata.org/entity/Q178709,Q178709,1668-06-23T00:00:00Z,"Italian philosopher, rhetorician, historian and jurist",male,Kingdom of Naples
Category:Theories of history,http://www.wikidata.org/entity/Q185105,Fernand Braudel,http://www.wikidata.org/entity/Q185105,Q185105,1902-08-24T00:00:00Z,French historian and leader of the Annales School,male,France
Category:Theories of history,http://www.wikidata.org/entity/Q185381,Arnold J. Toynbee,http://www.wikidata.org/entity/Q185381,Q185381,1889-04-14T00:00:00Z,British historian,male,United Kingdom
Category:Theories of history,http://www.wikidata.org/entity/Q319816,Pitirim Sorokin,http://www.wikidata.org/entity/Q319816,Q319816,1889-01-23T00:00:00Z,Russian sociologist (1889-1968),male,Russian Empire|Russian Socialist Federative Soviet Republic|United States of America
Category:Theories of history,http://www.wikidata.org/entity/Q325840,Gerhard Lenski,http://www.wikidata.org/entity/Q325840,Q325840,1924-08-13T00:00:00Z,American sociologist,male,United States of America
Category:Theories of history,http://www.wikidata.org/entity/Q494287,Immanuel Wallerstein,http://www.wikidata.org/entity/Q494287,Q494287,1930-09-28T00:00:00Z,American sociologist and economic historian,male,United States of America
Category:Dependency theorists,http://www.wikidata.org/entity/Q494287,Immanuel Wallerstein,http://www.wikidata.org/entity/Q494287,Q494287,1930-09-28T00:00:00Z,American sociologist and economic historian,male,United States of America
Category:Theories of history,http://www.wikidata.org/entity/Q712123,Paul Kennedy,http://www.wikidata.org/entity/Q712123,Q712123,1945-06-17T00:00:00Z,British historian,male,United Kingdom
Category:Theories of history,http://www.wikidata.org/entity/Q720443,Carroll Quigley,http://www.wikidata.org/entity/Q720443,Q720443,1910-11-09T00:00:00Z,American historian,male,United States of America
Category:Theories of history,http://www.wikidata.org/entity/Q4237406,Nikolay Kradin,http://www.wikidata.org/entity/Q4237406,Q4237406,1962-04-17T00:00Z|1962-01-01T00:00Z,Russian anthropologist and archaeologist,male,Soviet Union|Russia
Category:Theories of history,http://www.wikidata.org/entity/Q16105138,David Kolb,http://www.wikidata.org/entity/Q16105138,Q16105138,1939-01-01T00:00:00Z,American philosopher,male,United States of America
Category:Theories of history,http://www.wikidata.org/entity/Q9235,Georg Wilhelm Friedrich Hegel,http://www.wikidata.org/entity/Q9235,Q9235,1770-08-27T00:00:00Z,German philosopher (1770–1831),male,Germany
Category:Theories of history,http://www.wikidata.org/entity/Q9294,Ibn Khaldun,http://www.wikidata.org/entity/Q9294,Q9294,1332-05-27T00:00:00Z,"Islamic philosopher, sociologist, historiographer and historian (1332-1406)",male,Hafsid dynasty
Category:Theories of history,http://www.wikidata.org/entity/Q12718,Auguste Comte,http://www.wikidata.org/entity/Q12718,Q12718,1798-01-19T00:00Z|1798-01-17T00:00Z,18th c. French philosopher and pioneer of positivism,male,France
Category:Theories of history,http://www.wikidata.org/entity/Q34787,Friedrich Engels,http://www.wikidata.org/entity/Q34787,Q34787,1820-11-28T00:00:00Z,"German philosopher, historian, communist, political scientist and journalist",male,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q34787,Friedrich Engels,http://www.wikidata.org/entity/Q34787,Q34787,1820-11-28T00:00:00Z,"German philosopher, historian, communist, political scientist and journalist",male,Germany
Category:Theories of history,http://www.wikidata.org/entity/Q57112,Oswald Spengler,http://www.wikidata.org/entity/Q57112,Q57112,1880-05-29T00:00:00Z,German historian and philosopher,male,Germany
Category:Theories of history,http://www.wikidata.org/entity/Q61082,Karl August Wittfogel,http://www.wikidata.org/entity/Q61082,Q61082,1896-09-06T00:00:00Z,German-American academic (1896–1988),male,Germany|United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q61082,Karl August Wittfogel,http://www.wikidata.org/entity/Q61082,Q61082,1896-09-06T00:00:00Z,German-American academic (1896–1988),male,Germany|United States of America
Category:Representation theory,http://www.wikidata.org/entity/Q3575689,Zoghman Mebkhout,http://www.wikidata.org/entity/Q3575689,Q3575689,1948-06-17T00:00:00Z,mathematician,male,Algeria|France
Category:Relativity theorists,http://www.wikidata.org/entity/Q115769,Marcel Grossmann,http://www.wikidata.org/entity/Q115769,Q115769,1878-04-09T00:00:00Z,mathematician (1878-1936),male,Switzerland
Category:Relativity theorists,http://www.wikidata.org/entity/Q340238,Achilles Papapetrou,http://www.wikidata.org/entity/Q340238,Q340238,1907-02-02T00:00:00Z,Greek physicist,male,France|Greece|Ottoman Empire
Category:Relativity theorists,http://www.wikidata.org/entity/Q445635,Fang Lizhi,http://www.wikidata.org/entity/Q445635,Q445635,1936-02-12T00:00:00Z,Professor of astrophysics; civil rights activist and dissident,male,People's Republic of China
Category:Relativity theorists,http://www.wikidata.org/entity/Q726175,Gunnar Nordström,http://www.wikidata.org/entity/Q726175,Q726175,1881-03-12T00:00:00Z,Finnish physicist,male,Finland|Russian Empire
Category:Relativity theorists,http://www.wikidata.org/entity/Q959840,Roy Kerr,http://www.wikidata.org/entity/Q959840,Q959840,1934-05-16T00:00:00Z,New Zealand mathematician and bridge player,male,New Zealand
Category:Relativity theorists,http://www.wikidata.org/entity/Q1068631,Cornelius Lanczos,http://www.wikidata.org/entity/Q1068631,Q1068631,1893-02-02T00:00:00Z,Hungarian mathematician and physicist,male,Hungary|United States of America|Ireland
Category:Relativity theorists,http://www.wikidata.org/entity/Q1361708,W. G. Unruh,http://www.wikidata.org/entity/Q1361708,Q1361708,1945-08-28T00:00:00Z,Canadian physicist,male,Canada
Category:Relativity theorists,http://www.wikidata.org/entity/Q2514703,Vladimir Varićak,http://www.wikidata.org/entity/Q2514703,Q2514703,1865-03-01T00:00:00Z,Croatian mathematician,male,Croatia
Category:Relativity theorists,http://www.wikidata.org/entity/Q2764478,Prahalad Chunnilal Vaidya,http://www.wikidata.org/entity/Q2764478,Q2764478,1918-05-23T00:00:00Z,Indian scientist,male,India|British India|Dominion of India
Category:Relativity theorists,http://www.wikidata.org/entity/Q3339390,Guang-Jiong Ni,http://www.wikidata.org/entity/Q3339390,Q3339390,1934-12-29T00:00:00Z,physicist,male,People's Republic of China
Category:Relativity theorists,http://www.wikidata.org/entity/Q4164781,Ali Moustafa Mosharafa,http://www.wikidata.org/entity/Q4164781,Q4164781,1898-07-11T00:00:00Z,Egyptian physicist,male,Egypt
Category:Relativity theorists,http://www.wikidata.org/entity/Q4719500,Alexander Macfarlane,http://www.wikidata.org/entity/Q4719500,Q4719500,1851-04-21T00:00:00Z,British mathematician and physicist (1851–1913),male,Scotland
Category:Relativity theorists,http://www.wikidata.org/entity/Q5006922,C. V. Vishveshwara,http://www.wikidata.org/entity/Q5006922,Q5006922,1938-03-06T00:00:00Z,Indian physicist,male,India|British India|Dominion of India
Category:Relativity theorists,http://www.wikidata.org/entity/Q5379742,Enrique Loedel Palumbo,http://www.wikidata.org/entity/Q5379742,Q5379742,1901-01-01T00:00:00Z,Uruguayan physicist,male,Uruguay
Category:Relativity theorists,http://www.wikidata.org/entity/Q7979724,Wei-Tou Ni,http://www.wikidata.org/entity/Q7979724,Q7979724,1944-01-01T00:00:00Z,Taiwanese physicist,male,NA
Category:Relativity theorists,http://www.wikidata.org/entity/Q16104618,Edmond Bonan,http://www.wikidata.org/entity/Q16104618,Q16104618,1937-01-27T00:00:00Z,French mathematician,male,France
Category:Relativity theorists,http://www.wikidata.org/entity/Q21002310,Raymond McLenaghan,http://www.wikidata.org/entity/Q21002310,Q21002310,1939-04-14T00:00:00Z,Canadian theoretical physicist and mathematician,male,Canada
Category:Relativity theorists,http://www.wikidata.org/entity/Q21948515,Emilio Santos Corchero,http://www.wikidata.org/entity/Q21948515,Q21948515,1935-10-07T00:00:00Z,NA,male,Spain
Category:Relativity theorists,http://www.wikidata.org/entity/Q12998,Georges Lemaître el vergón,http://www.wikidata.org/entity/Q12998,Q12998,1894-07-17T00:00:00Z,Belgian scientist and priest,male,Belgium
Category:Relativity theorists,http://www.wikidata.org/entity/Q41688,Hendrik Lorentz,http://www.wikidata.org/entity/Q41688,Q41688,1853-07-18T00:00:00Z,Dutch physicist,male,Kingdom of the Netherlands
Category:Theory of value (economics),http://www.wikidata.org/entity/Q63059498,Roberta Rabellotti,http://www.wikidata.org/entity/Q63059498,Q63059498,NA,Italian professor,female,Italy
